"Seitenname","Likes_aktuell","Datum_aktuell","Likes_vorherig","Datum_vorherig","Absolute_Veraenderung","Prozentuale_Veraenderung","Veraenderung_Text"
"AFD Kreisverband Bautzen",1503,"2026-05-02",NA,"2026-04-27",1503,100,"0"
"AfD-Fraktion Bautzen",5543,"2026-05-02",NA,"2026-04-27",5543,100,"0"
"AfD Görlitz",5623,"2026-05-02",NA,"2026-04-27",5623,100,"0"
"AfD-Fraktion im Kreistag Görlitz",5922,"2026-05-02",NA,"2026-04-27",5922,100,"0"
"AfD für den Landkreis Görlitz",6062,"2026-05-02",NA,"2026-04-27",6062,100,"0"
"AfD SOE",5911,"2026-05-02",NA,"2026-04-27",5911,100,"0"
"Kreistagsfraktion der AfD Sächsische Schweiz-Osterzgebirge",5911,"2026-05-02",NA,"2026-04-27",5911,100,"0"
"AfD-Regionalgruppe Sächsische Schweiz",1875,"2026-05-02",NA,"2026-04-27",1875,100,"0"
"AfD-Fraktion Dresden",8412,"2026-05-02",NA,"2026-04-27",8412,100,"0"
"AfD Dresden",8963,"2026-05-02",NA,"2026-04-27",8963,100,"0"
"AfD Meißen",18209,"2026-05-02",NA,"2026-04-27",18209,100,"0"
"AfD-Fraktion im Kreistag Meißen",5360,"2026-05-02",NA,"2026-04-27",5360,100,"0"
"AfD Stadtratsfraktion Meißen",NA,"2026-05-02",NA,"2026-04-27",NA,100,"0"
"AfD-Freundeskreis Meißen",1376,"2026-05-02",NA,"2026-04-27",1376,100,"0"
"AfD Mittelsachsen",3683,"2026-05-02",NA,"2026-04-27",3683,100,"0"
"AfD Kreisverband Nordsachsen",3254,"2026-05-02",NA,"2026-04-27",3254,100,"0"
"AfD-Fraktion Leipzig",9257,"2026-05-02",NA,"2026-04-27",9257,100,"0"
"AfD Leipzig",8273,"2026-05-02",NA,"2026-04-27",8273,100,"0"
"AfD-Kreisverband Landkreis Leipzig",7790,"2026-05-02",NA,"2026-04-27",7790,100,"0"
"AfD Zwickau",14251,"2026-05-02",NA,"2026-04-27",14251,100,"0"
"AfD - Stadtratsfraktion Chemnitz",4912,"2026-05-02",NA,"2026-04-27",4912,100,"0"
"AfD Kreisverband Chemnitz",19234,"2026-05-02",NA,"2026-04-27",19234,100,"0"
"AfD Erzgebirge",9099,"2026-05-02",NA,"2026-04-27",9099,100,"0"
"AfD Vogtland",4700,"2026-05-02",NA,"2026-04-27",4700,100,"0"
"AfD Kreisverband Eichsfeld",5855,"2026-05-02",NA,"2026-04-27",5855,100,"0"
"AfD Erfurt",8792,"2026-05-02",NA,"2026-04-27",8792,100,"0"
"AfD Gera",9337,"2026-05-02",NA,"2026-04-27",9337,100,"0"
"AfD-Fraktion im Geraer Stadtrat",465,"2026-05-02",NA,"2026-04-27",465,100,"0"
"AfD Gera Jena SHK",8449,"2026-05-02",NA,"2026-04-27",8449,100,"0"
"AfD Kreistagsfraktion Ahrweiler",5987,"2026-05-02",NA,"2026-04-27",5987,100,"0"
"AfD Kreisverband Ahrweiler",5666,"2026-05-02",NA,"2026-04-27",5666,100,"0"
"AfD Alzey-Worms",4657,"2026-05-02",NA,"2026-04-27",4657,100,"0"
"AfD Kreistagsfraktion Alzey-Worms",3180,"2026-05-02",NA,"2026-04-27",3180,100,"0"
"AfD Kreisverband Bad Dürkheim",6390,"2026-05-02",NA,"2026-04-27",6390,100,"0"
"AfD-Fraktion im Kreistag Bad Dürkheim",6670,"2026-05-02",NA,"2026-04-27",6670,100,"0"
"AfD Kreisverband Bad Kreuznach",4166,"2026-05-02",NA,"2026-04-27",4166,100,"0"
"AfD-Fraktion Stadtrat Bad Kreuznach",5818,"2026-05-02",NA,"2026-04-27",5818,100,"0"
"AfD Bernkastel-Wittlich",8981,"2026-05-02",NA,"2026-04-27",8981,100,"0"
